input_text,target_text
The technician wants to send message and read notifications.,"Actor: technician
UseCase: send message
UseCase: read notifications
Rel: technician -> send message
Rel: technician -> read notifications"
The client wants to create project and assign task.,"Actor: client
UseCase: create project
UseCase: assign task
Rel: client -> create project
Rel: client -> assign task"
The doctor wants to monitor system and report issue.,"Actor: doctor
UseCase: monitor system
UseCase: report issue
Rel: doctor -> monitor system
Rel: doctor -> report issue"
The admin wants to monitor system and report issue.,"Actor: admin
UseCase: monitor system
UseCase: report issue
Rel: admin -> monitor system
Rel: admin -> report issue"
The librarian wants to fill out form and submit application.,"Actor: librarian
UseCase: fill out form
UseCase: submit application
Rel: librarian -> fill out form
Rel: librarian -> submit application"
The instructor wants to schedule interview and reschedule appointment.,"Actor: instructor
UseCase: schedule interview
UseCase: reschedule appointment
Rel: instructor -> schedule interview
Rel: instructor -> reschedule appointment"
The engineer wants to verify documents and approve registration.,"Actor: engineer
UseCase: verify documents
UseCase: approve registration
Rel: engineer -> verify documents
Rel: engineer -> approve registration"
The nurse wants to reset password and change email.,"Actor: nurse
UseCase: reset password
UseCase: change email
Rel: nurse -> reset password
Rel: nurse -> change email"
The doctor wants to browse catalog and place order.,"Actor: doctor
UseCase: browse catalog
UseCase: place order
Rel: doctor -> browse catalog
Rel: doctor -> place order"
The volunteer wants to verify documents and approve registration.,"Actor: volunteer
UseCase: verify documents
UseCase: approve registration
Rel: volunteer -> verify documents
Rel: volunteer -> approve registration"
The applicant wants to request leave and view salary slip.,"Actor: applicant
UseCase: request leave
UseCase: view salary slip
Rel: applicant -> request leave
Rel: applicant -> view salary slip"
The receptionist wants to create project and assign task.,"Actor: receptionist
UseCase: create project
UseCase: assign task
Rel: receptionist -> create project
Rel: receptionist -> assign task"
The engineer wants to submit assignment and check grades.,"Actor: engineer
UseCase: submit assignment
UseCase: check grades
Rel: engineer -> submit assignment
Rel: engineer -> check grades"
The customer wants to create project and assign task.,"Actor: customer
UseCase: create project
UseCase: assign task
Rel: customer -> create project
Rel: customer -> assign task"
The agent wants to setup profile and join session.,"Actor: agent
UseCase: setup profile
UseCase: join session
Rel: agent -> setup profile
Rel: agent -> join session"
The student wants to log in and update profile.,"Actor: student
UseCase: log in
UseCase: update profile
Rel: student -> log in
Rel: student -> update profile"
The agent wants to request leave and view salary slip.,"Actor: agent
UseCase: request leave
UseCase: view salary slip
Rel: agent -> request leave
Rel: agent -> view salary slip"
The librarian wants to browse catalog and place order.,"Actor: librarian
UseCase: browse catalog
UseCase: place order
Rel: librarian -> browse catalog
Rel: librarian -> place order"
The officer wants to take quiz and view result.,"Actor: officer
UseCase: take quiz
UseCase: view result
Rel: officer -> take quiz
Rel: officer -> view result"
The volunteer wants to reset password and change email.,"Actor: volunteer
UseCase: reset password
UseCase: change email
Rel: volunteer -> reset password
Rel: volunteer -> change email"
The volunteer wants to request leave and view salary slip.,"Actor: volunteer
UseCase: request leave
UseCase: view salary slip
Rel: volunteer -> request leave
Rel: volunteer -> view salary slip"
The doctor wants to record attendance and send report.,"Actor: doctor
UseCase: record attendance
UseCase: send report
Rel: doctor -> record attendance
Rel: doctor -> send report"
The nurse wants to start task and complete task.,"Actor: nurse
UseCase: start task
UseCase: complete task
Rel: nurse -> start task
Rel: nurse -> complete task"
The doctor wants to enroll in course and drop course.,"Actor: doctor
UseCase: enroll in course
UseCase: drop course
Rel: doctor -> enroll in course
Rel: doctor -> drop course"
The manager wants to send message and read notifications.,"Actor: manager
UseCase: send message
UseCase: read notifications
Rel: manager -> send message
Rel: manager -> read notifications"
The developer wants to issue book and collect returned books.,"Actor: developer
UseCase: issue book
UseCase: collect returned books
Rel: developer -> issue book
Rel: developer -> collect returned books"
The doctor wants to fill out form and submit application.,"Actor: doctor
UseCase: fill out form
UseCase: submit application
Rel: doctor -> fill out form
Rel: doctor -> submit application"
The applicant wants to create project and assign task.,"Actor: applicant
UseCase: create project
UseCase: assign task
Rel: applicant -> create project
Rel: applicant -> assign task"
The developer wants to take quiz and view result.,"Actor: developer
UseCase: take quiz
UseCase: view result
Rel: developer -> take quiz
Rel: developer -> view result"
The instructor wants to analyze data and export results.,"Actor: instructor
UseCase: analyze data
UseCase: export results
Rel: instructor -> analyze data
Rel: instructor -> export results"
The nurse wants to record attendance and send report.,"Actor: nurse
UseCase: record attendance
UseCase: send report
Rel: nurse -> record attendance
Rel: nurse -> send report"
The client wants to create project and assign task.,"Actor: client
UseCase: create project
UseCase: assign task
Rel: client -> create project
Rel: client -> assign task"
The technician wants to create project and assign task.,"Actor: technician
UseCase: create project
UseCase: assign task
Rel: technician -> create project
Rel: technician -> assign task"
The admin wants to browse catalog and place order.,"Actor: admin
UseCase: browse catalog
UseCase: place order
Rel: admin -> browse catalog
Rel: admin -> place order"
The developer wants to file complaint and review case.,"Actor: developer
UseCase: file complaint
UseCase: review case
Rel: developer -> file complaint
Rel: developer -> review case"
The admin wants to enroll in course and drop course.,"Actor: admin
UseCase: enroll in course
UseCase: drop course
Rel: admin -> enroll in course
Rel: admin -> drop course"
The trainer wants to browse catalog and place order.,"Actor: trainer
UseCase: browse catalog
UseCase: place order
Rel: trainer -> browse catalog
Rel: trainer -> place order"
The developer wants to issue book and collect returned books.,"Actor: developer
UseCase: issue book
UseCase: collect returned books
Rel: developer -> issue book
Rel: developer -> collect returned books"
The instructor wants to browse catalog and place order.,"Actor: instructor
UseCase: browse catalog
UseCase: place order
Rel: instructor -> browse catalog
Rel: instructor -> place order"
The agent wants to verify documents and approve registration.,"Actor: agent
UseCase: verify documents
UseCase: approve registration
Rel: agent -> verify documents
Rel: agent -> approve registration"
The teacher wants to reset password and change email.,"Actor: teacher
UseCase: reset password
UseCase: change email
Rel: teacher -> reset password
Rel: teacher -> change email"
The moderator wants to start task and complete task.,"Actor: moderator
UseCase: start task
UseCase: complete task
Rel: moderator -> start task
Rel: moderator -> complete task"
The instructor wants to reset password and change email.,"Actor: instructor
UseCase: reset password
UseCase: change email
Rel: instructor -> reset password
Rel: instructor -> change email"
The employee wants to log in and update profile.,"Actor: employee
UseCase: log in
UseCase: update profile
Rel: employee -> log in
Rel: employee -> update profile"
The agent wants to submit assignment and check grades.,"Actor: agent
UseCase: submit assignment
UseCase: check grades
Rel: agent -> submit assignment
Rel: agent -> check grades"
The manager wants to monitor system and report issue.,"Actor: manager
UseCase: monitor system
UseCase: report issue
Rel: manager -> monitor system
Rel: manager -> report issue"
The client wants to flag content and escalate issue.,"Actor: client
UseCase: flag content
UseCase: escalate issue
Rel: client -> flag content
Rel: client -> escalate issue"
The agent wants to upload file and download resource.,"Actor: agent
UseCase: upload file
UseCase: download resource
Rel: agent -> upload file
Rel: agent -> download resource"
The doctor wants to flag content and escalate issue.,"Actor: doctor
UseCase: flag content
UseCase: escalate issue
Rel: doctor -> flag content
Rel: doctor -> escalate issue"
